"博主ID","好友ID"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1059602","http://blog.sciencenet.cn/home.php?mod=space&uid=306662"
"http://blog.sciencenet.cn/home.php?mod=space&uid=3342933","http://blog.sciencenet.cn/home.php?mod=space&uid=561693"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=1232242"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=639354"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=857523"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=299"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=643526"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=4699"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=404304"
"http://blog.sciencenet.cn/home.php?mod=space&uid=396467","http://blog.sciencenet.cn/home.php?mod=space&uid=39416"
"http://blog.sciencenet.cn/home.php?mod=space&uid=40406","http://blog.sciencenet.cn/home.php?mod=space&uid=2072307"
"http://blog.sciencenet.cn/home.php?mod=space&uid=40406","http://blog.sciencenet.cn/home.php?mod=space&uid=627531"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1354700",
"http://blog.sciencenet.cn/home.php?mod=space&uid=750231",
"http://blog.sciencenet.cn/home.php?mod=space&uid=221362",
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=814548"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=1232242"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=779541"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=1045987"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=117288"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=542"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=857523"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=1174687"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=66153"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=976008"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=684007"
"http://blog.sciencenet.cn/home.php?mod=space&uid=766950","http://blog.sciencenet.cn/home.php?mod=space&uid=724791"
